Family,genus,species
Formicidae,TACTTMPBasiceros_Neotropical01,TACTTMPBasiceros Neotropical01 singularis
Formicidae,TACTTMPBasiceros_Neotropical02,TACTTMPBasiceros Neotropical02 manni
Formicidae,TACTTMPBasiceros_Neotropical02,TACTTMPBasiceros Neotropical02 tumucumaquensis
Formicidae,TACTTMPBasiceros_Neotropical03,TACTTMPBasiceros Neotropical03 browni
Formicidae,TACTTMPBasiceros_Neotropical03,TACTTMPBasiceros Neotropical03 convexiceps
Formicidae,TACTTMPBasiceros_Neotropical04,TACTTMPBasiceros Neotropical04 militaris
Formicidae,TACTTMPBasiceros_Neotropical05,TACTTMPBasiceros Neotropical05 disciger
Formicidae,TACTTMPBasiceros_Neotropical06,TACTTMPBasiceros Neotropical06 conjugans
Formicidae,TACTTMPBasiceros_Neotropical07,TACTTMPBasiceros Neotropical07 scambognathus
Formicidae,TACTTMPBlepharidatta_Neotropical01,TACTTMPBlepharidatta Neotropical01 conops
Formicidae,TACTTMPBlepharidatta_Neotropical02,TACTTMPBlepharidatta Neotropical02 brasiliensis
Formicidae,TACTTMPBlepharidatta_Neotropical02,TACTTMPBlepharidatta Neotropical02 delabiei
Formicidae,TACTTMPBlepharidatta_Neotropical02,TACTTMPBlepharidatta Neotropical02 fernandezi
Formicidae,TACTTMPBoloponera_Afrotropical01,TACTTMPBoloponera Afrotropical01 ikemkha
Formicidae,TACTTMPBoloponera_Afrotropical01,TACTTMPBoloponera Afrotropical01 vicans
Formicidae,TACTTMPBoltonopone_Afrotropical01,TACTTMPBoltonopone Afrotropical01 escherichi
Formicidae,TACTTMPBoltonopone_Afrotropical01,TACTTMPBoltonopone Afrotropical01 ilgii
Formicidae,TACTTMPBoltonopone_Afrotropical01,TACTTMPBoltonopone Afrotropical01 notaula
Formicidae,TACTTMPBoltonopone_Afrotropical01,TACTTMPBoltonopone Afrotropical01 sulcata
Formicidae,TACTTMPBoltonopone_Afrotropical02,TACTTMPBoltonopone Afrotropical02 crassa
Formicidae,TACTTMPBoltonopone_Afrotropical03,TACTTMPBoltonopone Afrotropical03 glabripes
Formicidae,TACTTMPBoltonopone_Afrotropical03,TACTTMPBoltonopone Afrotropical03 picardi
Formicidae,TACTTMPBoltonopone_Afrotropical03,TACTTMPBoltonopone Afrotropical03 soror
Formicidae,TACTTMPBoltonopone_Afrotropical03,TACTTMPBoltonopone Afrotropical03 tesseronoda
Formicidae,TACTTMPBoltonopone_Afrotropical04,TACTTMPBoltonopone Afrotropical04 kruegeri
Formicidae,TACTTMPBoltonopone_Afrotropical04,TACTTMPBoltonopone Afrotropical04 rubiginosa
Formicidae,TACTTMPBoltonopone_Afrotropical04,TACTTMPBoltonopone Afrotropical04 ryderae
Formicidae,TACTTMPBoltonopone_Afrotropical04,TACTTMPBoltonopone Afrotropical04 williamsi
Formicidae,TACTTMPBoltonopone_Afrotropical05,TACTTMPBoltonopone Afrotropical05 ancilla
Formicidae,TACTTMPBoltonopone_Afrotropical05,TACTTMPBoltonopone Afrotropical05 pilosuperficia
Formicidae,TACTTMPBoltonopone_Afrotropical05,TACTTMPBoltonopone Afrotropical05 silvestrii
Formicidae,TACTTMPBondroitia_Unknown01,TACTTMPBondroitia Unknown01 lujae
Formicidae,TACTTMPBondroitia_Unknown01,TACTTMPBondroitia Unknown01 saharensis
Formicidae,TACTTMPBondroitia_Unknown01,TACTTMPBondroitia Unknown01 sp
Formicidae,TACTTMPBothriomyrmex_Neotropical03,TACTTMPBothriomyrmex Neotropical03 enigmaticus
Formicidae,TACTTMPBothriomyrmex_Neotropical03,TACTTMPBothriomyrmex Neotropical03 paradoxus
Formicidae,TACTTMPBothriomyrmex_Palearctic01,TACTTMPBothriomyrmex Palearctic01 anastasiae
Formicidae,TACTTMPBothriomyrmex_Palearctic01,TACTTMPBothriomyrmex Palearctic01 inquilinus
Formicidae,TACTTMPBothriomyrmex_Palearctic01,TACTTMPBothriomyrmex Palearctic01 kusnezovi
Formicidae,TACTTMPBothriomyrmex_Palearctic01,TACTTMPBothriomyrmex Palearctic01 laticeps
Formicidae,TACTTMPBothriomyrmex_Palearctic01,TACTTMPBothriomyrmex Palearctic01 pubens
Formicidae,TACTTMPBothriomyrmex_Palearctic01,TACTTMPBothriomyrmex Palearctic01 saundersi
Formicidae,TACTTMPBothriomyrmex_Palearctic01,TACTTMPBothriomyrmex Palearctic01 syria
Formicidae,TACTTMPBothriomyrmex_Palearctic01,TACTTMPBothriomyrmex Palearctic01 turcomenicus
Formicidae,TACTTMPBothriomyrmex_Palearctic01,TACTTMPBothriomyrmex Palearctic01 urartus
Formicidae,TACTTMPBothriomyrmex_Palearctic02,TACTTMPBothriomyrmex Palearctic02 atlantis
Formicidae,TACTTMPBothriomyrmex_Palearctic02,TACTTMPBothriomyrmex Palearctic02 breviceps
Formicidae,TACTTMPBothriomyrmex_Palearctic02,TACTTMPBothriomyrmex Palearctic02 communista
Formicidae,TACTTMPBothriomyrmex_Palearctic02,TACTTMPBothriomyrmex Palearctic02 corsicus
Formicidae,TACTTMPBothriomyrmex_Palearctic02,TACTTMPBothriomyrmex Palearctic02 costae
Formicidae,TACTTMPBothriomyrmex_Palearctic02,TACTTMPBothriomyrmex Palearctic02 crosi
Formicidae,TACTTMPBothriomyrmex_Palearctic02,TACTTMPBothriomyrmex Palearctic02 cuculus
Formicidae,TACTTMPBothriomyrmex_Palearctic02,TACTTMPBothriomyrmex Palearctic02 decapitans
Formicidae,TACTTMPBothriomyrmex_Palearctic02,TACTTMPBothriomyrmex Palearctic02 emarginatus
Formicidae,TACTTMPBothriomyrmex_Palearctic02,TACTTMPBothriomyrmex Palearctic02 meridionalis
Formicidae,TACTTMPBothriomyrmex_Palearctic02,TACTTMPBothriomyrmex Palearctic02 modestus
Formicidae,TACTTMPBothriomyrmex_Palearctic02,TACTTMPBothriomyrmex Palearctic02 regicidus
Formicidae,TACTTMPBothriomyrmex_Palearctic02,TACTTMPBothriomyrmex Palearctic02 salsurae
Formicidae,TACTTMPBothroponera_Afrotropical01,TACTTMPBothroponera Afrotropical01 granosa
Formicidae,TACTTMPBothroponera_Afrotropical01,TACTTMPBothroponera Afrotropical01 montivaga
Formicidae,TACTTMPBothroponera_Afrotropical02,TACTTMPBothroponera Afrotropical02 cavernosa
Formicidae,TACTTMPBothroponera_Afrotropical02,TACTTMPBothroponera Afrotropical02 henryi
Formicidae,TACTTMPBothroponera_Afrotropical03,TACTTMPBothroponera Afrotropical03 strigulosa
Formicidae,TACTTMPBothroponera_Afrotropical04,TACTTMPBothroponera Afrotropical04 aspera
Formicidae,TACTTMPBothroponera_Afrotropical04,TACTTMPBothroponera Afrotropical04 pumicosa
Formicidae,TACTTMPBothroponera_Afrotropical05,TACTTMPBothroponera Afrotropical05 berthoudi
Formicidae,TACTTMPBothroponera_Afrotropical06,TACTTMPBothroponera Afrotropical06 masoala
Formicidae,TACTTMPBothroponera_Afrotropical07,TACTTMPBothroponera Afrotropical07 cambouei
Formicidae,TACTTMPBothroponera_Afrotropical08,TACTTMPBothroponera Afrotropical08 planicornis
Formicidae,TACTTMPBothroponera_Afrotropical09,TACTTMPBothroponera Afrotropical09 sanguinea
Formicidae,TACTTMPBothroponera_Afrotropical09,TACTTMPBothroponera Afrotropical09 wasmannii
Formicidae,TACTTMPBothroponera_Afrotropical10,TACTTMPBothroponera Afrotropical10 vazimba
Formicidae,TACTTMPBothroponera_Afrotropical10,TACTTMPBothroponera Afrotropical10 zumpti
Formicidae,TACTTMPBothroponera_Afrotropical11,TACTTMPBothroponera Afrotropical11 laevissima
Formicidae,TACTTMPBothroponera_Afrotropical11,TACTTMPBothroponera Afrotropical11 tavaratra
Formicidae,TACTTMPBothroponera_Afrotropical12,TACTTMPBothroponera Afrotropical12 comorensis
Formicidae,TACTTMPBothroponera_Afrotropical13,TACTTMPBothroponera Afrotropical13 perroti
Formicidae,TACTTMPBothroponera_Afrotropical14,TACTTMPBothroponera Afrotropical14 jonesii
Formicidae,TACTTMPBothroponera_Afrotropical14,TACTTMPBothroponera Afrotropical14 talpa
Formicidae,TACTTMPBothroponera_Afrotropical15,TACTTMPBothroponera Afrotropical15 pachyderma
Formicidae,TACTTMPBothroponera_Afrotropical15,TACTTMPBothroponera Afrotropical15 umgodikulula
Formicidae,TACTTMPBothroponera_Afrotropical16,TACTTMPBothroponera Afrotropical16 cariosa
Formicidae,TACTTMPBothroponera_Afrotropical16,TACTTMPBothroponera Afrotropical16 cribrata
Formicidae,TACTTMPBothroponera_Afrotropical16,TACTTMPBothroponera Afrotropical16 sculpturata
Formicidae,TACTTMPBothroponera_Afrotropical17,TACTTMPBothroponera Afrotropical17 fugax
Formicidae,TACTTMPBothroponera_Afrotropical17,TACTTMPBothroponera Afrotropical17 rubescens
Formicidae,TACTTMPBrachymyrmex_Nearctic02,TACTTMPBrachymyrmex Nearctic02 depilis
Formicidae,TACTTMPBrachymyrmex_Neotropical01,TACTTMPBrachymyrmex Neotropical01 cavernicola
Formicidae,TACTTMPBrachymyrmex_Neotropical01,TACTTMPBrachymyrmex Neotropical01 coactus
Formicidae,TACTTMPBrachymyrmex_Neotropical01,TACTTMPBrachymyrmex Neotropical01 modestus
Formicidae,TACTTMPBrachymyrmex_Neotropical01,TACTTMPBrachymyrmex Neotropical01 nebulosus
Formicidae,TACTTMPBrachymyrmex_Neotropical01,TACTTMPBrachymyrmex Neotropical01 pictus
Formicidae,TACTTMPBrachymyrmex_Neotropical01,TACTTMPBrachymyrmex Neotropical01 santschii
Formicidae,TACTTMPBrachymyrmex_Neotropical01,TACTTMPBrachymyrmex Neotropical01 sosai
Formicidae,TACTTMPBrachymyrmex_Neotropical03,TACTTMPBrachymyrmex Neotropical03 bicolor
Formicidae,TACTTMPBrachymyrmex_Neotropical03,TACTTMPBrachymyrmex Neotropical03 flavidulus
Formicidae,TACTTMPBrachymyrmex_Neotropical03,TACTTMPBrachymyrmex Neotropical03 gaucho
Formicidae,TACTTMPBrachymyrmex_Neotropical03,TACTTMPBrachymyrmex Neotropical03 iridescens
Formicidae,TACTTMPBrachymyrmex_Neotropical03,TACTTMPBrachymyrmex Neotropical03 pilipes
Formicidae,TACTTMPBrachymyrmex_Neotropical03,TACTTMPBrachymyrmex Neotropical03 termitophilus
Formicidae,TACTTMPBrachymyrmex_Neotropical04,TACTTMPBrachymyrmex Neotropical04 admotus
Formicidae,TACTTMPBrachymyrmex_Neotropical04,TACTTMPBrachymyrmex Neotropical04 antennatus
Formicidae,TACTTMPBrachymyrmex_Neotropical04,TACTTMPBrachymyrmex Neotropical04 bonariensis
Formicidae,TACTTMPBrachymyrmex_Neotropical04,TACTTMPBrachymyrmex Neotropical04 brasiliensis
Formicidae,TACTTMPBrachymyrmex_Neotropical04,TACTTMPBrachymyrmex Neotropical04 cordemoyi
Formicidae,TACTTMPBrachymyrmex_Neotropical04,TACTTMPBrachymyrmex Neotropical04 feitosai
Formicidae,TACTTMPBrachymyrmex_Neotropical04,TACTTMPBrachymyrmex Neotropical04 fiebrigi
Formicidae,TACTTMPBrachymyrmex_Neotropical04,TACTTMPBrachymyrmex Neotropical04 micromegas
Formicidae,TACTTMPBrachymyrmex_Neotropical04,TACTTMPBrachymyrmex Neotropical04 minutus
Formicidae,TACTTMPBrachymyrmex_Neotropical04,TACTTMPBrachymyrmex Neotropical04 musculus
Formicidae,TACTTMPBrachymyrmex_Neotropical05,TACTTMPBrachymyrmex Neotropical05 aphidicola
Formicidae,TACTTMPBrachymyrmex_Neotropical05,TACTTMPBrachymyrmex Neotropical05 bruchi
Formicidae,TACTTMPBrachymyrmex_Neotropical05,TACTTMPBrachymyrmex Neotropical05 myops
Formicidae,TACTTMPBrachymyrmex_Neotropical05,TACTTMPBrachymyrmex Neotropical05 obscurior
Formicidae,TACTTMPBrachymyrmex_Neotropical05,TACTTMPBrachymyrmex Neotropical05 patagonicus
Formicidae,TACTTMPBrachymyrmex_Neotropical05,TACTTMPBrachymyrmex Neotropical05 tristis
Formicidae,TACTTMPBrachymyrmex_Neotropical06,TACTTMPBrachymyrmex Neotropical06 attenuatus
Formicidae,TACTTMPBrachymyrmex_Neotropical06,TACTTMPBrachymyrmex Neotropical06 australis
Formicidae,TACTTMPBrachymyrmex_Neotropical06,TACTTMPBrachymyrmex Neotropical06 bahamensis
Formicidae,TACTTMPBrachymyrmex_Neotropical06,TACTTMPBrachymyrmex Neotropical06 degener
Formicidae,TACTTMPBrachymyrmex_Neotropical06,TACTTMPBrachymyrmex Neotropical06 delabiei
Formicidae,TACTTMPBrachymyrmex_Neotropical06,TACTTMPBrachymyrmex Neotropical06 donisthorpei
Formicidae,TACTTMPBrachymyrmex_Neotropical06,TACTTMPBrachymyrmex Neotropical06 gagates
Formicidae,TACTTMPBrachymyrmex_Neotropical06,TACTTMPBrachymyrmex Neotropical06 giardi
Formicidae,TACTTMPBrachymyrmex_Neotropical06,TACTTMPBrachymyrmex Neotropical06 heeri
Formicidae,TACTTMPBrachymyrmex_Neotropical06,TACTTMPBrachymyrmex Neotropical06 oculatus
Formicidae,TACTTMPBrachyponera_Afrotropical07,TACTTMPBrachyponera Afrotropical07 sennaarensis
Formicidae,TACTTMPBrachyponera_Australasian08,TACTTMPBrachyponera Australasian08 croceicornis
Formicidae,TACTTMPBrachyponera_Australasian08,TACTTMPBrachyponera Australasian08 lutea
Formicidae,TACTTMPBrachyponera_Indomalayan02,TACTTMPBrachyponera Indomalayan02 atrata
Formicidae,TACTTMPBrachyponera_Indomalayan02,TACTTMPBrachyponera Indomalayan02 jerdonii
Formicidae,TACTTMPBrachyponera_Indomalayan02,TACTTMPBrachyponera Indomalayan02 kumtongi
Formicidae,TACTTMPBrachyponera_Indomalayan02,TACTTMPBrachyponera Indomalayan02 wallacea
Formicidae,TACTTMPBrachyponera_Indomalayan03,TACTTMPBrachyponera Indomalayan03 nigrita
Formicidae,TACTTMPBrachyponera_Indomalayan04,TACTTMPBrachyponera Indomalayan04 arcuata
Formicidae,TACTTMPBrachyponera_Indomalayan04,TACTTMPBrachyponera Indomalayan04 pilidorsalis
Formicidae,TACTTMPBrachyponera_Indomalayan05,TACTTMPBrachyponera Indomalayan05 luteipes
Formicidae,TACTTMPBrachyponera_Indomalayan05,TACTTMPBrachyponera Indomalayan05 obscurans
Formicidae,TACTTMPBrachyponera_Indomalayan05,TACTTMPBrachyponera Indomalayan05 troglomorpha
Formicidae,TACTTMPBrachyponera_Indomalayan06,TACTTMPBrachyponera Indomalayan06 batak
Formicidae,TACTTMPBrachyponera_Indomalayan06,TACTTMPBrachyponera Indomalayan06 christmasi
Formicidae,TACTTMPBrachyponera_Indomalayan06,TACTTMPBrachyponera Indomalayan06 flavipes
Formicidae,TACTTMPBrachyponera_Palearctic01,TACTTMPBrachyponera Palearctic01 brevidorsa
Formicidae,TACTTMPBrachyponera_Palearctic01,TACTTMPBrachyponera Palearctic01 candida
Formicidae,TACTTMPBrachyponera_Palearctic01,TACTTMPBrachyponera Palearctic01 chinensis
Formicidae,TACTTMPBrachyponera_Palearctic01,TACTTMPBrachyponera Palearctic01 myops
Formicidae,TACTTMPBrachyponera_Palearctic01,TACTTMPBrachyponera Palearctic01 nakasujii
Formicidae,TACTTMPBrachyponera_Palearctic01,TACTTMPBrachyponera Palearctic01 paraarcuata
Formicidae,TACTTMPBrachyponera_Palearctic01,TACTTMPBrachyponera Palearctic01 xui
Formicidae,TACTTMPBregmatomyrma_Unknown01,TACTTMPBregmatomyrma Unknown01 carnosa
Formicidae,TACTTMPBregmatomyrma_Unknown01,TACTTMPBregmatomyrma Unknown01 sp
Formicidae,TACTTMPCalomyrmex_Australasian01,TACTTMPCalomyrmex Australasian01 glauerti
Formicidae,TACTTMPCalomyrmex_Australasian01,TACTTMPCalomyrmex Australasian01 similis
Formicidae,TACTTMPCalomyrmex_Australasian02,TACTTMPCalomyrmex Australasian02 albopilosus
Formicidae,TACTTMPCalomyrmex_Australasian02,TACTTMPCalomyrmex Australasian02 splendidus
Formicidae,TACTTMPCalomyrmex_Australasian03,TACTTMPCalomyrmex Australasian03 impavidus
Formicidae,TACTTMPCalomyrmex_Australasian03,TACTTMPCalomyrmex Australasian03 purpureus
Formicidae,TACTTMPCalomyrmex_Australasian04,TACTTMPCalomyrmex Australasian04 albertisi
Formicidae,TACTTMPCalomyrmex_Indomalayan05,TACTTMPCalomyrmex Indomalayan05 laevissimus
Formicidae,TACTTMPCalomyrmex_Indomalayan05,TACTTMPCalomyrmex Indomalayan05 tropicus
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 arnoldi
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 barak
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 brevis
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 brunneus
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 clavatus
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 claviseta
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 duhun
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 foreli
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 friederikae
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 kaurus
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 laotius
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 nedjem
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 nummuliticus
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 piripilis
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 rennefer
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 shasu
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 stellatus
Formicidae,TACTTMPCalyptomyrmex_Afrotropical01,TACTTMPCalyptomyrmex Afrotropical01 tensus
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 asper
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 beccarii
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 caledonicus
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 danum
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 fragarus
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 fritillus
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 grammus
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 lineolus
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 loweryi
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 ocullatus
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 rectopilosus
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 retrostriatus
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 ryderae
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 sabahensis
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 singalensis
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 sparsus
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 tamil
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 taylori
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 vedda
Formicidae,TACTTMPCalyptomyrmex_Australasian02,TACTTMPCalyptomyrmex Australasian02 wittmeri
Formicidae,TACTTMPCamponotus_Afrotropical01,TACTTMPCamponotus Afrotropical01 favorabilis
Formicidae,TACTTMPCamponotus_Afrotropical01,TACTTMPCamponotus Afrotropical01 maculiventris
Formicidae,TACTTMPCamponotus_Afrotropical01,TACTTMPCamponotus Afrotropical01 sexpunctatus
Formicidae,TACTTMPCamponotus_Afrotropical01,TACTTMPCamponotus Afrotropical01 viri
Formicidae,TACTTMPCamponotus_Afrotropical01,TACTTMPCamponotus Afrotropical01 vulpus
Formicidae,TACTTMPCamponotus_Afrotropical02,TACTTMPCamponotus Afrotropical02 barbarossa
Formicidae,TACTTMPCamponotus_Afrotropical02,TACTTMPCamponotus Afrotropical02 dromedarius
Formicidae,TACTTMPCamponotus_Afrotropical02,TACTTMPCamponotus Afrotropical02 ilgii
Formicidae,TACTTMPCamponotus_Afrotropical02,TACTTMPCamponotus Afrotropical02 sikorai
Formicidae,TACTTMPCamponotus_Afrotropical02,TACTTMPCamponotus Afrotropical02 zoro
Formicidae,TACTTMPCamponotus_Afrotropical03,TACTTMPCamponotus Afrotropical03 bozaka
Formicidae,TACTTMPCamponotus_Afrotropical03,TACTTMPCamponotus Afrotropical03 foersteri
Formicidae,TACTTMPCamponotus_Afrotropical03,TACTTMPCamponotus Afrotropical03 kersteni
Formicidae,TACTTMPCamponotus_Afrotropical03,TACTTMPCamponotus Afrotropical03 scabrinodis
Formicidae,TACTTMPCamponotus_Afrotropical04,TACTTMPCamponotus Afrotropical04 christi
Formicidae,TACTTMPCamponotus_Afrotropical04,TACTTMPCamponotus Afrotropical04 langi
Formicidae,TACTTMPCamponotus_Afrotropical04,TACTTMPCamponotus Afrotropical04 leveillei
Formicidae,TACTTMPCamponotus_Afrotropical05,TACTTMPCamponotus Afrotropical05 berthoudi
Formicidae,TACTTMPCamponotus_Afrotropical05,TACTTMPCamponotus Afrotropical05 empedocles
Formicidae,TACTTMPCamponotus_Afrotropical05,TACTTMPCamponotus Afrotropical05 errabundus
Formicidae,TACTTMPCamponotus_Afrotropical05,TACTTMPCamponotus Afrotropical05 eugeniae
Formicidae,TACTTMPCamponotus_Afrotropical05,TACTTMPCamponotus Afrotropical05 galla
Formicidae,TACTTMPCamponotus_Afrotropical05,TACTTMPCamponotus Afrotropical05 pulcher
Formicidae,TACTTMPCamponotus_Afrotropical06,TACTTMPCamponotus Afrotropical06 lamosy
Formicidae,TACTTMPCamponotus_Afrotropical06,TACTTMPCamponotus Afrotropical06 mixtellus
Formicidae,TACTTMPCamponotus_Afrotropical06,TACTTMPCamponotus Afrotropical06 perrisii
Formicidae,TACTTMPCamponotus_Afrotropical06,TACTTMPCamponotus Afrotropical06 puberulus
Formicidae,TACTTMPCamponotus_Afrotropical07,TACTTMPCamponotus Afrotropical07 basuto
Formicidae,TACTTMPCamponotus_Afrotropical07,TACTTMPCamponotus Afrotropical07 haereticus
Formicidae,TACTTMPCamponotus_Afrotropical07,TACTTMPCamponotus Afrotropical07 mainty
Formicidae,TACTTMPCamponotus_Afrotropical07,TACTTMPCamponotus Afrotropical07 tsimelahy
Formicidae,TACTTMPCamponotus_Afrotropical08,TACTTMPCamponotus Afrotropical08 atimo
Formicidae,TACTTMPCamponotus_Afrotropical08,TACTTMPCamponotus Afrotropical08 mocquerysi
Formicidae,TACTTMPCamponotus_Afrotropical08,TACTTMPCamponotus Afrotropical08 namacola
Formicidae,TACTTMPCamponotus_Afrotropical09,TACTTMPCamponotus Afrotropical09 heteroclitus
Formicidae,TACTTMPCamponotus_Afrotropical09,TACTTMPCamponotus Afrotropical09 ivadia
Formicidae,TACTTMPCamponotus_Afrotropical09,TACTTMPCamponotus Afrotropical09 moderatus
Formicidae,TACTTMPCamponotus_Afrotropical10,TACTTMPCamponotus Afrotropical10 aina
Formicidae,TACTTMPCamponotus_Afrotropical10,TACTTMPCamponotus Afrotropical10 ihazofotsy
Formicidae,TACTTMPCamponotus_Afrotropical10,TACTTMPCamponotus Afrotropical10 nasicus
Formicidae,TACTTMPCamponotus_Afrotropical101,TACTTMPCamponotus Afrotropical101 asara
Formicidae,TACTTMPCamponotus_Afrotropical101,TACTTMPCamponotus Afrotropical101 chrislaini
Formicidae,TACTTMPCamponotus_Afrotropical101,TACTTMPCamponotus Afrotropical101 ethicus
Formicidae,TACTTMPCamponotus_Afrotropical101,TACTTMPCamponotus Afrotropical101 foraminosus
Formicidae,TACTTMPCamponotus_Afrotropical101,TACTTMPCamponotus Afrotropical101 simus
Formicidae,TACTTMPCamponotus_Afrotropical11,TACTTMPCamponotus Afrotropical11 braunsi
Formicidae,TACTTMPCamponotus_Afrotropical11,TACTTMPCamponotus Afrotropical11 hildebrandti
Formicidae,TACTTMPCamponotus_Afrotropical11,TACTTMPCamponotus Afrotropical11 radamae
Formicidae,TACTTMPCamponotus_Afrotropical11,TACTTMPCamponotus Afrotropical11 transvaalensis
Formicidae,TACTTMPCamponotus_Afrotropical11,TACTTMPCamponotus Afrotropical11 trifasciatus
Formicidae,TACTTMPCamponotus_Afrotropical11,TACTTMPCamponotus Afrotropical11 vano
Formicidae,TACTTMPCamponotus_Afrotropical12,TACTTMPCamponotus Afrotropical12 butteli
Formicidae,TACTTMPCamponotus_Afrotropical12,TACTTMPCamponotus Afrotropical12 debellator
Formicidae,TACTTMPCamponotus_Afrotropical12,TACTTMPCamponotus Afrotropical12 wellmani
Formicidae,TACTTMPCamponotus_Afrotropical13,TACTTMPCamponotus Afrotropical13 antsaraingy
Formicidae,TACTTMPCamponotus_Afrotropical13,TACTTMPCamponotus Afrotropical13 becki
Formicidae,TACTTMPCamponotus_Afrotropical13,TACTTMPCamponotus Afrotropical13 brookei
Formicidae,TACTTMPCamponotus_Afrotropical13,TACTTMPCamponotus Afrotropical13 desantii
Formicidae,TACTTMPCamponotus_Afrotropical13,TACTTMPCamponotus Afrotropical13 nasutus
Formicidae,TACTTMPCamponotus_Afrotropical13,TACTTMPCamponotus Afrotropical13 tilhoi
Formicidae,TACTTMPCamponotus_Afrotropical13,TACTTMPCamponotus Afrotropical13 victoriae
Formicidae,TACTTMPCamponotus_Afrotropical132,TACTTMPCamponotus Afrotropical132 amphidus
Formicidae,TACTTMPCamponotus_Afrotropical132,TACTTMPCamponotus Afrotropical132 brevisetosus
Formicidae,TACTTMPCamponotus_Afrotropical132,TACTTMPCamponotus Afrotropical132 burgeoni
Formicidae,TACTTMPCamponotus_Afrotropical132,TACTTMPCamponotus Afrotropical132 ellioti
Formicidae,TACTTMPCamponotus_Afrotropical132,TACTTMPCamponotus Afrotropical132 sankisianus
Formicidae,TACTTMPCamponotus_Afrotropical132,TACTTMPCamponotus Afrotropical132 tauricollis
Formicidae,TACTTMPCamponotus_Afrotropical133,TACTTMPCamponotus Afrotropical133 voeltzkowii
Formicidae,TACTTMPCamponotus_Afrotropical134,TACTTMPCamponotus Afrotropical134 robustus
Formicidae,TACTTMPCamponotus_Afrotropical135,TACTTMPCamponotus Afrotropical135 kollbrunneri
